queue_rank,unique_id,name,facility_type,operator_type,address_city,address_state,pincode,district_reference,pincode_join_confidence,readiness_score,completeness_score,evidence_support_score,consistency_score,high_leverage_score,review_priority_score,flag_count,high_severity_flag_count,primary_issue,review_status,evidence_validation_status
94,e2fdddaa-944e-4459-bfaa-c0a8b39744ea,Hira Mongi Navneet Hospital Shushrusha Hospital,hospital,private,Mumbai,Maharashtra,400080,MUMBAI SUBURBAN,exact_reference_mapping,77.74,95.0,62.48,70.0,84.42,37.8,8,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
95,fac0cc70-81a9-462d-bced-5ca40257b027,Sanjivani Multi Speciality Hospital,hospital,private,Chengannur,Alappuzha,690509,ALAPPUZHA,exact_reference_mapping,73.75,85.0,57.5,75.0,72.31,37.76,7,3,missing_or_invalid_coordinates,unreviewed,claim_level_source_alignment_unverified
96,e668390c-1439-4108-8586-bc822bea3147,Government General Hospital,hospital,public,Kurnool,Andhra Pradesh,518002,KURNOOL,exact_reference_mapping,77.2,100.0,64.0,60.0,82.61,37.75,6,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
97,ae6dbcdf-fd43-48f6-94a9-c41fe5948e55,"KIMSHEALTH Al-Shifa Super Speciality Hospital, Ootty, Road, Perintalmanna, Kerala 679322",hospital,private,Perintalmanna,Kerala,679322,MALAPPURAM,exact_reference_mapping,80.6,100.0,65.33,70.0,92.56,37.69,5,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
98,e051fdab-4db5-4bf5-8494-09cfd5f8707a,Noble Hospital,hospital,private,Chennai,Tamil Nadu,600084,CHENNAI,exact_reference_mapping,75.34,100.0,57.79,60.0,76.66,37.66,7,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
99,723a6e17-fdf9-4af8-ae80-b16ea3b98244,"Hospitales CARE, Raipur",hospital,private,Raipur,Chhattisgarh,492001,RAIPUR,exact_reference_mapping,71.85,95.0,67.83,45.0,66.03,37.62,7,1,capacity_claim_disagreement,unreviewed,claim_level_source_alignment_unverified
100,b8512aa5-4918-42c2-9137-e408079f5d7c,Down Town Hospital — Guwahati,hospital,private,Guwahati,Assam,781006,KAMRUP METRO,exact_reference_mapping,78.26,100.0,67.53,60.0,85.28,37.62,5,1,placeholder_or_negative_claim,unreviewed,claim_level_source_alignment_unverified
101,f7798cab-6ff2-48cc-966e-2ae502c6ad25,Aryan Hospital,hospital,private,Gurugram,Haryana,122001,GURUGRAM,exact_reference_mapping,73.94,100.0,63.12,50.0,72.29,37.62,6,1,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
102,92dd37f1-293c-4b0b-bcb3-91cf8aa3e951,"SCB Medical College and Hospital, Cuttack",hospital,public,Cuttack,Odisha,753001,CUTTACK,exact_reference_mapping,74.17,95.0,70.56,50.0,72.96,37.61,7,1,placeholder_or_negative_claim,unreviewed,claim_level_source_alignment_unverified
103,f73e1e8e-f5b0-4d55-9e93-9854283da691,Wadia Children Hospital Parel,hospital,private,Mumbai,Maharashtra,400034,MUMBAI,exact_reference_mapping,79.56,100.0,71.88,60.0,89.03,37.59,5,1,placeholder_or_negative_claim,unreviewed,claim_level_source_alignment_unverified
104,9332c8a3-42dc-4772-b006-6b939ec78bb8,Aster MIMS Calicut,hospital,private,Calicut,Kerala,673016,KOZHIKODE,exact_reference_mapping,80.54,100.0,65.12,70.0,91.97,37.59,4,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
105,f16265a0-e035-44a6-99a5-09390c581a44,Maheshwari Nursing Home,hospital,private,Gwalior,Madhya Pradesh,474009,GWALIOR,exact_reference_mapping,74.01,100.0,63.38,50.0,72.16,37.53,6,1,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
106,f6a7f172-824b-49bd-b5ea-dbced9e4b350,Nair Hospital,hospital,public,Mumbai,Maharashtra,400008,MUMBAI,exact_reference_mapping,76.4,100.0,61.35,60.0,79.02,37.46,4,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
107,5ef1d061-efbf-4cba-a726-636c486b1aaa,Deccan Hardikar Hospital,hospital,private,Pune,Maharashtra,411005,PUNE,exact_reference_mapping,77.87,100.0,56.23,70.0,83.41,37.45,9,1,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
108,e30baeae-6a9c-494a-bb4f-1e21cfd6a195,Sri Aurobindo Seva Kendra,hospital,,Kolkata,West Bengal,700068,KOLKATA,exact_reference_mapping,73.04,95.0,46.81,70.0,68.3,37.29,6,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
109,25da3435-6114-4742-898b-f1cbcd471e43,Asian Institute of Gastroenterology,hospital,private,Hyderabad,Telangana,,,invalid_pincode,78.88,95.0,66.25,70.0,85.75,37.28,6,1,missing_or_invalid_pincode,unreviewed,claim_level_source_alignment_unverified
110,9ae5d1cf-708b-4635-ac45-1896c25e1eae,Image Hospitals,hospital,private,Hyderabad,Telangana,500016,,ambiguous_reference_mapping,67.17,93.0,49.89,50.0,50.57,37.26,10,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
111,0dcce993-85a7-4d73-858b-fd6f9385c68f,"Ahalia Foundation Eye Hospital, Mukkom",hospital,private,Calicut,Kerala,678557,PALAKKAD,exact_reference_mapping,75.65,100.0,58.84,60.0,75.92,37.24,4,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
112,0360b38b-339c-4e59-a13d-cad7fca05ed2,"KLE Centenary Charitable Hospital, Yellur Road, Belagavi",hospital,private,Belagavi,Karnataka,590005,BELAGAVI,exact_reference_mapping,73.65,90.0,70.5,55.0,69.71,37.19,6,1,capacity_claim_disagreement,unreviewed,claim_level_source_alignment_unverified
113,469f772c-e98e-48bd-b746-463bcf64f08e,Sri Jayadeva Institute of Cardiology,hospital,public,Bengaluru,Karnataka,,,invalid_pincode,82.4,95.0,68.01,80.0,95.86,37.16,5,2,missing_or_invalid_pincode,unreviewed,claim_level_source_alignment_unverified
114,68658330-bd2c-4f24-bd3e-67e9ce298f7c,Metro Hospital,hospital,private,Gurugram,Haryana,121002,FARIDABAD,exact_reference_mapping,80.06,100.0,63.55,70.0,88.78,37.15,7,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
115,167912b9-1a1e-4345-a524-1608bb9f9658,Kohinoor Hospital,hospital,private,Kurla,Maharashtra,400070,MUMBAI SUBURBAN,exact_reference_mapping,69.9,95.0,56.33,50.0,58.2,37.12,10,1,uncorroborated_neonatal_claim,unreviewed,claim_level_source_alignment_unverified
116,01aad75b-916d-43e2-a1c0-904107929c15,Dr Hedgewar Hospital,hospital,private,Aurangabad,Maharashtra,431005,AURANGABAD,exact_reference_mapping,79.15,100.0,70.49,60.0,85.87,37.1,4,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
117,7346f35c-499c-42c6-b2eb-9e82cbe31b3a,Vijay Marie Hospital,hospital,,Hyderabad,Andhra Pradesh,500264,,unresolved,76.27,95.0,67.56,60.0,77.13,37.08,7,0,missing_or_invalid_operator_type,unreviewed,claim_level_source_alignment_unverified
118,5cb454ef-4ff7-4948-b832-511ae126e526,Tanvir Hospital,hospital,private,Hyderabad,Andhra Pradesh,500073,HYDERABAD,exact_reference_mapping,67.49,88.0,52.64,55.0,50.48,37.0,7,3,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
119,30494fe0-d130-4168-84a5-02b78a773940,Kalinga Hospital,hospital,private,Bhubaneswar,Odisha,751016,KHORDHA,exact_reference_mapping,80.01,100.0,53.37,80.0,87.92,36.97,7,3,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
120,63d4e9b8-477d-43d0-a25d-77f3a979757b,DREAMLAND NURSING HOME,hospital,private,Durgapur,West Bengal,700004,KOLKATA,exact_reference_mapping,79.9,100.0,63.01,70.0,87.42,36.93,5,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
121,0c234a89-24b7-4b86-a5dc-45acaffe520c,Chandan Hospital,hospital,private,Lucknow,Uttar Pradesh,226021,LUCKNOW,exact_reference_mapping,79.12,100.0,60.39,70.0,85.05,36.92,6,1,uncorroborated_neonatal_claim,unreviewed,claim_level_source_alignment_unverified
122,8a2774f8-a79a-4f81-92bb-215bfba64c57,Felix Hospital,hospital,private,Noida,Uttar Pradesh,201305,GAUTAM BUDDHA NAGAR,exact_reference_mapping,78.91,100.0,59.69,70.0,84.37,36.91,7,1,placeholder_or_negative_claim,unreviewed,claim_level_source_alignment_unverified
123,deb837c2-e6b5-490e-90a2-e5adf36ee69e,Nikhil Hospitals,hospital,private,Hyderabad,Andhra Pradesh,500036,HYDERABAD,exact_reference_mapping,71.62,96.0,55.75,55.0,62.25,36.85,6,1,state_pincode_disagreement,unreviewed,claim_level_source_alignment_unverified
124,eac16a4a-5a75-4524-9abe-98e8397128d3,Raiganj Government Medical College And Hospital,hospital,public,Raiganj,Uttar Dinajpur,733134,DINAJPUR UTTAR,exact_reference_mapping,70.3,95.0,47.67,60.0,58.19,36.82,8,3,placeholder_or_negative_claim,unreviewed,claim_level_source_alignment_unverified
125,10f3907d-3484-43fd-9171-906d0ba9bebf,Sukh Sagar Hospital,hospital,private,Jabalpur,Madhya Pradesh,482002,JABALPUR,exact_reference_mapping,78.23,100.0,47.43,80.0,81.99,36.82,4,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
126,02b010de-143d-4e1b-9d67-cb11877c4855,Karuna Hospital,hospital,private,Mumbai,Mumbai,400103,MUMBAI SUBURBAN,exact_reference_mapping,77.85,100.0,66.17,60.0,80.6,36.76,5,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
127,8047a7a4-85b5-43cb-ba06-4f0fd8b8d778,Peerless Hospitex Hospital,hospital,private,Kolkata,West Bengal,700094,KOLKATA,exact_reference_mapping,82.41,100.0,61.38,80.0,94.04,36.7,6,1,uncorroborated_neonatal_claim,unreviewed,claim_level_source_alignment_unverified
128,3d88594f-a099-4ff9-8188-fac914764015,Guru Nanak Dev Hospital,hospital,private,Amritsar,Punjab,151212,FARIDKOT,exact_reference_mapping,80.23,100.0,74.09,60.0,87.3,36.65,3,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
129,963fdfb3-5469-4399-90bd-435b42ae5d28,AIIMS Patna,hospital,public,Patna,Bihar,801507,PATNA,exact_reference_mapping,80.3,100.0,74.35,60.0,87.43,36.63,3,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
130,bfe9ab42-2261-442b-b8b3-4c6fc47ad86b,G. Kuppusamy Naidu Memorial Hospital,hospital,private,Coimbatore,Tamil Nadu,641037,COIMBATORE,exact_reference_mapping,83.16,100.0,63.86,80.0,95.81,36.58,6,1,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
131,90ccdcdf-7b46-4811-b045-c46e4c58fc44,Medeor Hospital,hospital,private,New Delhi,Delhi,110016,SOUTH,exact_reference_mapping,79.96,100.0,63.2,70.0,86.17,36.57,5,1,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
132,eae09acc-7c6e-43eb-b15f-e6d7fe3e4c89,Shree Aggarsain International Hospital,hospital,private,Rohini,Delhi,110086,NORTH WEST,exact_reference_mapping,73.82,95.0,59.4,60.0,67.7,36.56,8,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
133,43d0e338-a916-4791-8823-50c671a22ebf,Wellsun Medicity Hospital,hospital,private,Lucknow,Uttar Pradesh,226029,LUCKNOW,exact_reference_mapping,77.15,95.0,60.5,70.0,77.68,36.56,7,1,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
134,d50bea62-48d5-4fe3-a5b2-48d8841d8bf1,SRM Medical College Hospital and Research Centre,hospital,private,Kattankulathur,Tamil Nadu,621105,TIRUCHIRAPPALLI,exact_reference_mapping,81.98,100.0,59.92,80.0,92.14,36.55,6,3,placeholder_or_negative_claim,unreviewed,claim_level_source_alignment_unverified
135,0ed7fc50-4be6-4040-a10c-0aa531e055f1,Sri Narayani Hospital And Research Centre,hospital,private,Vellor,Tamil Nadu,632055,VELLORE,exact_reference_mapping,82.28,100.0,70.94,70.0,93.01,36.54,3,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
136,1fc4957e-634e-49a9-ad07-e60e295385d1,Medeor Hospital,hospital,private,Manesar,Haryana,122001,GURUGRAM,exact_reference_mapping,70.8,90.0,46.01,70.0,58.46,36.52,9,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
137,b86d8aa2-09a8-476c-9765-3ddc3ecebade,Ayushman Hospital,hospital,private,Dwarka,Delhi,110075,SOUTH WEST,exact_reference_mapping,74.52,90.0,48.39,80.0,69.64,36.52,5,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
138,309e1dd4-ae1c-400a-a94f-4d31c3794fd2,Kasthuri Hospital,hospital,,Chennai,Tamilnadu,600045,CHENGALPATTU,exact_reference_mapping,73.52,95.0,48.4,70.0,66.45,36.47,4,2,placeholder_or_negative_claim,unreviewed,claim_level_source_alignment_unverified
139,478bb7fc-0309-444a-8bfd-452b4c44bf0f,Parul Sevashram Hospital,hospital,private,Vadodara,Gujarat,391760,VADODARA,exact_reference_mapping,82.88,100.0,62.92,80.0,94.41,36.44,5,1,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
140,45544872-077f-49e9-a5f9-a332814deeae,Jeevan Jyoti Hospital,hospital,private,Sirsa,Haryana,132040,KARNAL,exact_reference_mapping,66.53,93.0,47.76,50.0,45.28,36.42,7,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
141,7cfbe1c0-0161-416c-bb50-df4c7e601886,HOSMAT Hospital,hospital,private,Bangalore,Gadag,560025,BENGALURU URBAN,exact_reference_mapping,78.39,100.0,47.97,80.0,80.63,36.36,4,1,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
142,b5484853-fa77-4030-9a43-1bf349a13ffb,PRS Hospital,hospital,private,Trivandrum,Kerala,,,invalid_pincode,81.52,95.0,65.07,80.0,89.81,36.31,8,1,missing_or_invalid_pincode,unreviewed,claim_level_source_alignment_unverified
143,92d193b6-e76a-47b5-a095-1079af154ef0,Sankhya Hospitals,hospital,private,Hyderabad,Andhra Pradesh,500072,MEDCHAL MALKAJGIRI,exact_reference_mapping,70.31,100.0,56.02,45.0,56.06,36.28,7,3,placeholder_or_negative_claim,unreviewed,claim_level_source_alignment_unverified
144,8e947c15-8508-4832-864b-eda749263ed8,Durgabai Deshmukh Hospital,hospital,private,Hyderabad,Telangana,500044,HYDERABAD,exact_reference_mapping,69.63,93.0,58.09,50.0,54.02,36.28,10,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
145,6c7797e4-06e6-4e84-a278-9eca339c24bd,SHREE Hospital,hospital,private,Bhubaneswar,Odisha,751014,KHORDHA,exact_reference_mapping,76.42,100.0,61.4,60.0,74.23,36.24,8,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
146,04f43374-e9e4-4ad2-8a08-779252341172,Vaidyaratnam Ayurveda Hospital,hospital,private,Thrissur,Kerala,680306,THRISSUR,exact_reference_mapping,66.88,95.0,41.25,55.0,45.56,36.23,5,2,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
147,eb938888-78b6-4b09-9560-4847f46bd1e7,Paras HMRI Hospital,hospital,private,Patna,Bihar,800014,PATNA,exact_reference_mapping,82.29,100.0,70.96,70.0,91.71,36.21,5,1,placeholder_or_negative_claim,unreviewed,claim_level_source_alignment_unverified
148,a2b6c40b-0d96-4484-b999-2f35b96d04ec,Praanadah Hospital,hospital,,Hyderabad,Andhra Pradesh,500033,HYDERABAD,exact_reference_mapping,66.15,90.0,45.49,55.0,43.27,36.2,7,1,state_pincode_disagreement,unreviewed,claim_level_source_alignment_unverified
149,52e0e475-ae3e-4305-a05a-a3686eaee654,SAL Hospital,hospital,private,Ahmedabad,Gujarat,380054,AHMADABAD,exact_reference_mapping,74.04,100.0,53.46,60.0,66.9,36.19,9,1,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
150,86df2052-1648-4700-b662-42336f7c73d9,Himagiri Hospitals,hospital,private,Kondapur,Telangana,500032,,ambiguous_reference_mapping,77.04,100.0,53.45,70.0,75.86,36.18,9,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
151,9433ea25-31af-43a2-8512-e07d58b2d269,Vishwaraj Hospital,hospital,private,Pune,Maharashtra,412307,PUNE,exact_reference_mapping,80.56,100.0,65.21,70.0,86.41,36.18,4,1,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
152,3ad8df40-a285-413a-a75e-6839188f5110,Vivekanand Hospital,hospital,private,Jalna,Maharashtra,431203,JALNA,exact_reference_mapping,76.48,100.0,61.59,60.0,74.17,36.18,8,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
153,d2726883-b75f-4292-93ad-7b88fc74e311,Indira Gandhi Institute of Medical Sciences,hospital,public,Patna,Bihar,800014,PATNA,exact_reference_mapping,83.97,100.0,66.58,80.0,96.53,36.16,5,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
154,43314551-6383-409f-a592-1d2153a8e241,Bhagwan Mahavir Hospital Government of NCT Delhi,hospital,public,Delhi,Nct Delhi,110034,NORTH WEST,exact_reference_mapping,81.62,100.0,68.73,70.0,89.39,36.13,4,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
155,0d974ba8-c81f-4570-9e53-cb7d8c70578e,Adesh Hospital & Research Centre,hospital,private,Muktsar,Punjab,152026,SRI MUKTSAR SAHIB,exact_reference_mapping,74.48,95.0,71.61,50.0,67.94,36.12,6,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
156,60477c08-33c4-4b95-b38f-545ddd23cdfb,Bhagwan Mahaveer Jain Hospital,hospital,private,Bengaluru,Karnataka,,,invalid_pincode,83.25,95.0,60.84,90.0,94.19,36.11,7,3,missing_or_invalid_pincode,unreviewed,claim_level_source_alignment_unverified
157,705cc566-7ec3-40f3-aaec-4b114fc6d2da,Balrampur Hospital,hospital,public,Lucknow,Uttar Pradesh,224176,AMBEDKAR NAGAR,exact_reference_mapping,81.08,100.0,56.92,80.0,87.67,36.11,6,3,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
158,e27c4b9f-d461-4df2-8a28-2ab32a1fc6ce,Vijaya Hospital,clinic,private,Kochi,Kerala,691531,KOLLAM,exact_reference_mapping,79.57,100.0,51.9,80.0,83.13,36.11,8,2,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
159,83361eb2-2897-4850-a437-44957e13c21b,Isha Multispeciality Hospital,hospital,private,Vadodara,Gujarat,,,invalid_pincode,81.61,95.0,65.38,80.0,89.22,36.1,7,3,missing_or_invalid_pincode,unreviewed,claim_level_source_alignment_unverified
160,ec1297c6-8d79-4944-bbd2-7e319f7a86f6,"Jupiter Hospital, Thane",hospital,private,Thane,Maharashtra,400601,THANE,exact_reference_mapping,83.31,100.0,74.38,70.0,94.24,36.08,3,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
161,039bcc45-f15f-4419-9a04-2aae8ab20bef,"Paras Health, Srinagar",hospital,private,Srinagar,Jammu And Kashmir,190001,SRINAGAR,exact_reference_mapping,81.11,100.0,67.04,70.0,87.56,36.06,5,1,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
162,8ee513f0-2ffd-42a5-8785-fe64c07f1237,"St. Isabel Hospital, Mylapore, Chennai",hospital,private,Chennai,Tamil Nadu,600004,CHENNAI,exact_reference_mapping,72.14,95.0,53.79,60.0,60.62,36.05,11,1,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
163,2da59852-cfd0-4677-88fe-bc9f343a9bbb,Lokmanya Tilak Municipal Medical College and General Hospital,hospital,public,Mumbai,Maharashtra,400022,MUMBAI,exact_reference_mapping,75.93,95.0,66.42,60.0,71.84,36.01,7,1,uncorroborated_neonatal_claim,unreviewed,claim_level_source_alignment_unverified
164,ec98c6bf-e78b-4cef-a29d-23435a023503,Surya Kiran Hospital,hospital,private,Najafgarh,Delhi,110043,WEST,exact_reference_mapping,68.63,95.0,52.1,50.0,49.89,36.0,10,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
165,513d7280-b39e-45a9-b5c6-fc61ae0f7538,St. John's Hospital,hospital,public,Bangalore,Karnataka,,,invalid_pincode,81.65,95.0,65.5,80.0,88.87,35.98,7,3,missing_or_invalid_pincode,unreviewed,claim_level_source_alignment_unverified
166,c5cdc5dc-4132-4916-9ff0-b787b2842696,Santosh Hospital,hospital,private,Meerut,Uttar Pradesh,250002,MEERUT,exact_reference_mapping,83.09,100.0,63.62,80.0,93.11,35.96,6,0,empty_claim_entry,unreviewed,claim_level_source_alignment_unverified
167,49306604-d7cc-4ae5-afc2-d508a118a6e6,Tristar Hospital,hospital,private,Surat,Gujarat,395001,SURAT,exact_reference_mapping,72.0,90.0,50.0,70.0,59.77,35.94,11,3,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
168,2ee91ec2-1e36-4498-a1a5-ef628c7eb9b4,Dibrugarh Assam Medical College,hospital,public,Dibrugarh,Assam,786001,DIBRUGARH,exact_reference_mapping,76.49,95.0,68.3,60.0,73.24,35.94,7,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
169,8e687a2c-4a9f-4fb8-a5f9-2cb78043c1fa,Welcare Hospital,hospital,private,Ernakulam,Kerala,682019,ERNAKULAM,exact_reference_mapping,80.71,100.0,65.71,70.0,85.86,35.93,6,1,uncorroborated_neonatal_claim,unreviewed,claim_level_source_alignment_unverified
170,500deb79-33dc-42b7-bf20-299c89a63281,Saifee Hospital Mumbai India,hospital,private,Mumbai,Maharashtra,400010,,ambiguous_reference_mapping,83.74,100.0,65.81,80.0,94.86,35.91,6,2,placeholder_or_negative_claim,unreviewed,claim_level_source_alignment_unverified
