source_row_number,unique_id,name,scoring_eligible,intake_issue_codes,facilityTypeId,facility_type_normalized,facility_type_normalization_action,operatorTypeId,operator_type_normalized,operator_type_normalization_action,address_zipOrPostcode,pincode_normalized,pincode_reference_status,pincode_join_confidence
5947,ed690a91-fa70-4712-99ec-744732f91a1e,Dr. Benny’s Dentistree,True,,dentist,dentist,unchanged,private,private,unchanged,689122,689122,district_mode_selected,ambiguous_reference_mapping
5953,edff8634-16d4-40b8-860f-9141e3ebb1ef,Mind Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,80026,,,invalid_pincode
5954,ee03f573-219c-4f8c-ac6f-a67454bbf921,Dr. Dipankar Poddar Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,700030,700030,district_mode_selected,ambiguous_reference_mapping
5955,ee32d41e-8330-468f-9a3f-ac6ee0ea1ab9,Vinod Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,148023,148023,district_mode_selected,ambiguous_reference_mapping
5960,ef274515-777a-4f93-86c2-2fc361ba743a,Bina Clinic Eye Care Centre,True,,clinic,clinic,unchanged,private,private,unchanged,390005,390005,,unresolved
5962,ef738029-aec2-4165-b712-2716914bf97d,Muskaan Dental & Physiotherapy Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,110092,110092,district_mode_selected,ambiguous_reference_mapping
5989,f39c50ea-75db-4958-8072-db30fa61c434,Aishwaryam Speciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,636 005,,,invalid_pincode
5991,f3b72b9c-262e-4bc6-8a5d-1548af04aa35,Hindu Rao Hospital,True,,hospital,hospital,unchanged,public,public,unchanged,110007,110007,district_mode_selected,ambiguous_reference_mapping
5993,f3d903e7-cc15-4a40-a944-25af1459e07f,Pune Institute Of Nephro Urology,True,,hospital,hospital,unchanged,private,private,unchanged,431027,431027,,unresolved
6020,f7e5db30-d9a3-435a-aa0d-9a2fb358f7e4,Global Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,272151,272151,district_mode_selected,ambiguous_reference_mapping
6027,  * __Biochemistry,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
6028,  *  __Microbiology,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
6029,  *  __Histopathology,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
6030,  *  __Hematology,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
6031,  *  __Immunlogy,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
6032,  *  __Serology,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
6033,  *  __Clinical Pathology,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
6034,  *  __Molecular Biology,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
6035,  *  __Genomics,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
6036,"  *  __Oncology""","[""radiology"",""cardiology"",""gastroenterology"",""infectiousDiseases"",""neonatologyPerinatalMedicine"",""clinicalPathology"",""histopathology"",""hematology"",""microbiology"",""immunology"",""serology"",""molecularBiology"",""genomics"",""medicalOncology"",""pathology"",""radiology"",""pathology"",""gynecologyAndObstetrics"",""clinicalPathology"",""radiology"",""radiology"",""familyMedicine"",""radiology"",""pathology"",""infectiousDiseases"",""cardiology"",""pathology"",""diagnosticRadiology""]",False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,11.009271621704102,,,invalid_pincode
6041,fa083021-f5dc-4596-8ebb-1098cfec38f7,Brilliance Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,797112,797112,district_mode_selected,ambiguous_reference_mapping
6052,fc09081f-3fc0-4dc8-b314-2c5d4f07f37b,Shubh Imaging Center (Dr. Vishal Bhardava),True,,farmacy,pharmacy,corrected_typo,private,private,unchanged,390019,390019,exact,exact_reference_mapping
6064,fe0b29b3-b3c0-4d42-9bb5-23f27213ebd2,Skin Lush Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,110009,110009,district_mode_selected,ambiguous_reference_mapping
6069,fe976a51-7e30-44fc-9b81-918da27e9b7b,Gulmohur Eye Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,400 101,,,invalid_pincode
6108,03054526-05c1-438f-aca0-ee5a10313b5e,Dingra Dental and Facial Cosmetic Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,110061,110061,ambiguous_district,ambiguous_reference_mapping
6115,03dc40d2-98e8-45f5-8de9-85822c2535ea,Chiguru Child Care Centre,True,,clinic,clinic,unchanged,private,private,unchanged,573 201,,,invalid_pincode
6117,03e98c5a-c24c-41ff-aa68-6b17dfc88bae,Khanna Eye Centre,True,,clinic,clinic,unchanged,private,private,unchanged,110092,110092,district_mode_selected,ambiguous_reference_mapping
6122,041bc292-e55c-425b-96ee-470258f5a4e3,Chavan Hospitals,True,,hospital,hospital,unchanged,private,private,unchanged,500005,500005,district_mode_selected,ambiguous_reference_mapping
6157,07c4e75d-c425-4032-b83f-30a279d4d058,Ziolis Pathlab And Multispeciality Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,734004,734004,district_mode_selected,ambiguous_reference_mapping
6172,08ccdd11-5eb3-4eaa-9e96-dd518b67a4b4,"Dr Anil Kumar's Eye Hospital, Madurai Branch",True,,hospital,hospital,unchanged,private,private,unchanged,625 016,,,invalid_pincode
6173,08debf77-bd13-4128-a085-15f9d4083ce6,Dr. Batra's Dentistree,True,,dentist,dentist,unchanged,private,private,unchanged,390008,390008,missing_geo,ambiguous_reference_mapping
6186,0aec4f83-07e7-4827-8af7-9e87655a3a03,Niky Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,382029,382029,,unresolved
6193,0ba21a6d-2cbc-4b32-ace7-fa83101e0929,Dr.Mandeep's Dental World,True,,clinic,clinic,unchanged,private,private,unchanged,144400,144400,,unresolved
6222,0f6c18e4-ac11-4afd-9697-c0900d83e028,Horizon Hospital and Research Institute,True,,hospital,hospital,unchanged,,,missing,795010,795010,district_mode_selected,ambiguous_reference_mapping
6232,104aeec3-8791-4fa1-afb1-449c09a569b9,Dr Latha’s Dental Kraft,True,,dentist,dentist,unchanged,private,private,unchanged,605014,605014,ambiguous_state,ambiguous_reference_mapping
6243,11c43b0f-920c-4691-add7-ff95db818e21,Pushp Hospital,True,,hospital,hospital,unchanged,,,missing,422 009,,,invalid_pincode
6244,11e9a377-8c93-4363-b506-6a36a3b21444,Braces and Dental Centre,True,,dentist,dentist,unchanged,private,private,unchanged,110009,110009,district_mode_selected,ambiguous_reference_mapping
6246,12293a04-9dbd-4a11-8d0f-015814ec28e0,Dr. Aditi's Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,400 602,,,invalid_pincode
6284,15f6e1e3-ddeb-4f94-a427-104b6d52ce91,OMSAI MULTISPECIALITY DENTAL CLINIC,True,,clinic,clinic,unchanged,private,private,unchanged,431600,431600,,unresolved
6290,169ccebe-2ba3-466f-8d7b-e8cd855e6dcb,Studio32,True,,clinic,clinic,unchanged,private,private,unchanged,403600,403600,,unresolved
6322,1ae265da-8968-4a71-90df-4187c291b8c7,Sanjeevani Eye Hospital & Laser Vision Centre,True,,hospital,hospital,unchanged,private,private,unchanged,421003,421003,,unresolved
6348,1d815336-8ddf-43ea-953d-e34a4efbe3dd,Trust Multispeciality Hospitals,True,,hospital,hospital,unchanged,private,private,unchanged,533005,533005,district_mode_selected,ambiguous_reference_mapping
6353,1e5b33be-1ba7-4039-9b78-98b7c4d49779,Arora's Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,52,,,invalid_pincode
6375,20afd12e-242d-4759-91de-cff0d4be40c9,Stork Pain Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,67,,,invalid_pincode
6384,21516697-be33-449a-a1e4-cae97312f41f,AJ Subaitha Medical Centre,True,,farmacy,pharmacy,corrected_typo,private,private,unchanged,600008,600008,exact,exact_reference_mapping
6399,23868261-0bd0-4b6d-a096-245f3c410048,"Sharp Sight Centre, New Delhi",True,,hospital,hospital,unchanged,private,private,unchanged,110092,110092,district_mode_selected,ambiguous_reference_mapping
6403,23ba84ed-ceb3-47fa-a876-370d6ce2e167,Maxima Thyro Diabetic Care,True,,clinic,clinic,unchanged,private,private,unchanged,600080,600080,,unresolved
6404,23d5a2c9-da9d-4db6-b50b-0b6acb219f98,GARG Dental CARE,True,,dentist,dentist,unchanged,private,private,unchanged,148024,148024,district_mode_selected,ambiguous_reference_mapping
6409,24412ab2-2fce-4625-8da2-0083860623d8,Dietitian Divya Gandhi's Diet and Nutrition Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,110052,110052,district_mode_selected,ambiguous_reference_mapping
6415,24bddccd-4a6a-45e2-b03f-f5ec046e6f21,Life Care Health Centre,True,,clinic,clinic,unchanged,private,private,unchanged,244924,244924,ambiguous_state,ambiguous_reference_mapping
6416,2535280f-9751-4b1b-952e-40820dc530c0,R. N. Kapadia & Company Chemist & Druggist,True,,farmacy,pharmacy,corrected_typo,private,private,unchanged,400002,400002,exact,exact_reference_mapping
6431,273ec168-5913-41c4-b580-adea0a7e4d97,Shree Hareeyam Arya Vaidyasala,True,,hospital,hospital,unchanged,private,private,unchanged,6700 011,,,invalid_pincode
6442,299866a7-b9af-4d6a-97c1-b0b0bead06af,Top Notch Dental Clinic,True,,dentist,dentist,unchanged,private,private,unchanged,110019,110019,district_mode_selected,ambiguous_reference_mapping
6460,2c111f44-3b73-4842-be51-98147a3943a2,Kalyani Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,96,,,invalid_pincode
6491,2fa45bce-bce4-416f-a9e7-06324bac58ba,"Smiles N Braces Orthodontic Care Centre, Jamshedpur",True,,clinic,clinic,unchanged,private,private,unchanged,831012,831012,district_mode_selected,ambiguous_reference_mapping
6497,30255969-53ad-47da-83d5-a380f71a67ca,Dadda Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,285001,285001,district_mode_selected,ambiguous_reference_mapping
6499,3057301e-4a0a-41c9-9d84-fdefbfedc7a9,Lifeaid Medical Centre,True,,clinic,clinic,unchanged,private,private,unchanged,122022,122022,,unresolved
6540,35bcd48b-8187-4082-ade8-ea6133401a2b,Alam Dental Care & Implant Centre,True,,dentist,dentist,unchanged,private,private,unchanged,831012,831012,district_mode_selected,ambiguous_reference_mapping
6579,3a2d6e6f-e10d-4a7f-9be0-40231b76190e,Asopa Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,302024,302024,,unresolved
6592,3b7c281e-3946-4cb2-8520-5c29e4c38e6b,Paaranu IVF & Fetal Medicine Center,True,,clinic,clinic,unchanged,private,private,unchanged,359009,359009,,unresolved
6596,3bbbe939-7b0d-4123-8adf-c8d9725bd92f,Vikas Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,322202,322202,district_mode_selected,ambiguous_reference_mapping
6598,3c227c48-b997-43aa-8bb7-3f4bf36454f0,Amvision Eye & Child Care,True,,clinic,clinic,unchanged,private,private,unchanged,110092,110092,district_mode_selected,ambiguous_reference_mapping
6602,3c89005b-873f-4827-a9b8-67f59f630c5c,District Hospital Seppa,True,,hospital,hospital,unchanged,public,public,unchanged,790102,790102,district_mode_selected,ambiguous_reference_mapping
6609,3cf51da5-cd54-40aa-b8d3-edccd90e243b,Nova Dental Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,382421,382421,district_mode_selected,ambiguous_reference_mapping
6625,3e8ed81c-e238-4b31-9dc8-195c3edcb63a,"Hearing Aid Center Delhi - No.143, Rishabh Vihar, Near Cross River Mall, Karkardooma, Opposite Aditya Mall, Delhi - 110092",True,,clinic,clinic,unchanged,private,private,unchanged,110092,110092,district_mode_selected,ambiguous_reference_mapping
6627,We offer a complete product range of diagnostic centre,,False,invalid_unique_id|invalid_organization_type,85.7743911743164,,unmapped,08f3c8e4161710a00303e18d2ca8093f,,unmapped,,,,missing_pincode
6635,3f5c2e3c-01b6-4a78-b6cd-fe2f81de5a8f,Nanda Dental Clinic,True,,dentist,dentist,unchanged,private,private,unchanged,110024,110024,district_mode_selected,ambiguous_reference_mapping
6638,3fc1cb91-b14c-4dd0-b488-7f0d97a9c28d,Eden Medical Centre,True,,hospital,hospital,unchanged,private,private,unchanged,797112,797112,district_mode_selected,ambiguous_reference_mapping
6654,41751d2d-5b66-49c1-a176-93c18a19a1ba,Om Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,360003,360003,district_mode_selected,ambiguous_reference_mapping
6676,445f5b41-6931-4862-a181-c7d1273f7c51,Shree Sai Oral Care and Implant Centre,True,,clinic,clinic,unchanged,private,private,unchanged,396 445,,,invalid_pincode
6685,44f6029d-d2b0-4dee-96f6-b32f8e9d33f1,Samyuktha Healthcare & Diagnostics - Porur,True,,clinic,clinic,unchanged,private,private,unchanged,600116,600116,district_mode_selected,ambiguous_reference_mapping
6690,454abedb-ba6a-40dc-af5e-ddbc173392ed,Maruti dental clinic,True,,clinic,clinic,unchanged,private,private,unchanged,394600,394600,,unresolved
6701,46f1868e-a0c4-4f22-a95c-b3043846836d,"SAAOL Experience Center Dehradun (SAAOL Heart and Wellness Research Institute) Shivpuri, Hariyawala Kalan, Dehradun, Uttarakhand-248141",True,,clinic,clinic,unchanged,private,private,unchanged,248141,248141,,unresolved
6730,4a65bcb5-84be-45ee-9c4a-ae5d471fa9bd,Sree Sanvi Oncology and Rheumatology Center,True,,hospital,hospital,unchanged,private,private,unchanged,517501,517501,district_mode_selected,ambiguous_reference_mapping
6733,4ad0af97-9fb3-4f2e-b86d-10a0fa5477d9,Scan - X Dental Diagnostic Centre,True,,dentist,dentist,unchanged,private,private,unchanged,395101,395101,,unresolved
6758,4dd6e8a2-523e-4138-bba5-9c9e1c8dfb99,"Molvi Ibrahim Mulla Memorial Hospital, 228, Bardoli Road, Kabilpore, Navsari - 396424",True,,hospital,hospital,unchanged,private,private,unchanged,396424,396424,,unresolved
6790,51844456-c63a-42ce-86b9-96e1d9fa0a14,Aakar Plastic Surgery Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,390015,390015,,unresolved
6825,5440dafe-be8d-46ac-bb2b-8b3c21fc0866,Sudeep Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,305994,305994,,unresolved
6828,5449a7cd-c486-4d79-bcbf-687de4bfa8bf,iScan Imaging Centre,True,,clinic,clinic,unchanged,private,private,unchanged,400036,400036,,unresolved
6853,566dc3bd-db0d-448d-a82e-85bf84649cf2,Rudraksh Dental Care,True,,dentist,dentist,unchanged,private,private,unchanged,400062,400062,,unresolved
6890,5a183642-ac1b-4d86-98ac-924063b3f512,BMS Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,560019,560019,,unresolved
6893,5a6fe956-8f33-4fbe-b232-1de883afc999,Gillurkar Multispeciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,000000,000000,,unresolved
6900,5b2085b4-dedf-400a-b96e-14fe82ff0033,Thulir Kidz Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,600116,600116,district_mode_selected,ambiguous_reference_mapping
6903,5b3fc978-1f1c-49c0-8e21-10d69b0e434f,Government Ayurveda Dispensary,True,,farmacy,pharmacy,corrected_typo,public,public,unchanged,671313,671313,exact,exact_reference_mapping
6921,5ecc32b2-917a-4ecf-8ab5-1d1a7bf12cc4,Lenjem Hospital,True,,hospital,hospital,unchanged,public,public,unchanged,798601,798601,district_mode_selected,ambiguous_reference_mapping
6931,60221e5c-ae3a-4ae9-8e93-9810701aac3a,Dr. Aaphale Eye Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,400 601,,,invalid_pincode
6936,611cd52b-3556-4214-9c56-06431e589c88,Smile Creations Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,900092,900092,,unresolved
6953,6390cf01-e968-47ea-b5af-30b4acf63439,Mangalam Eye Hospital And Laser Centre,True,,hospital,hospital,unchanged,private,private,unchanged,360490,360490,district_mode_selected,ambiguous_reference_mapping
6955,63a98497-07ae-4af1-b0cc-7fd3cf561988,Anand Multispeciality Hospital,True,,hospital,hospital,unchanged,,,missing,39,,,invalid_pincode
6961,6439a466-5d68-46c3-a68c-b6d1532d00bc,Dr S S Chatterjee Heart Centre,True,,hospital,hospital,unchanged,private,private,unchanged,17,,,invalid_pincode
6978,66c46f2b-d0a5-4ce4-bb1e-d8806e8f0777,Dr. Adusumilli Gopinath (Winning Smiles Dental Lounge),True,,dentist,dentist,unchanged,private,private,unchanged,500032,500032,ambiguous_district,ambiguous_reference_mapping
6988,6800b4f9-57f3-47ac-af30-8ec22ffa6b3d,Eversmile Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,400047,400047,,unresolved
6989,6843bf09-cd11-4390-a119-f79bf60ae23e,Gujarat Imaging Center,True,,clinic,clinic,unchanged,private,private,unchanged,380 009,,,invalid_pincode
7000,68e447d6-729a-43be-ac54-fe8f5dc47f64,Galaxy Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,713200,713200,,unresolved
7006,69c64493-25a8-4999-9916-b752efc49f03,Balaji Robotic Rehab Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,636 009,,,invalid_pincode
7031,6bab57b4-d525-41d6-a871-6b32361dc8ff,Dr Anita Singh's Clinic Obs & Gynae Noida Extension,True,,clinic,clinic,unchanged,private,private,unchanged,201009,201009,district_mode_selected,ambiguous_reference_mapping
7038,6cedbce4-78b3-441d-88b8-7c433fa71e29,Netaji Nursing Home,True,,hospital,hospital,unchanged,private,private,unchanged,742202,742202,district_mode_selected,ambiguous_reference_mapping
7078,71355b1c-70ca-4d31-9570-b4d8b648a104,Mano Lab & Maruthi Scan Centre,True,,clinic,clinic,unchanged,private,private,unchanged,600050,600050,ambiguous_district,ambiguous_reference_mapping
7090,72765b59-f54e-40c5-92ee-79f8a5be2369,"Medispa Laser, Cosmetic & Hair Transplant Surgery Center",True,,clinic,clinic,unchanged,private,private,unchanged,302 021,,,invalid_pincode
7115,74e96b62-4413-4bd6-bb5f-3e4c2915e056,"Dr Mahadik Kidney Stone and Psoriasis Cure Clinic - Sector 10, Navi Mumbai",True,,clinic,clinic,unchanged,private,private,unchanged,412206,412206,district_mode_selected,ambiguous_reference_mapping
7124,75c607d5-f51f-4c4d-b72b-1fd45314a2fc,"LJ Eye Institute, Ambala, India",True,,clinic,clinic,unchanged,private,private,unchanged,134 003,,,invalid_pincode
7180,7dafbbc8-075f-413b-a432-bd16eb0e22e1,Sreehari Ayurvedic Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,560067,560067,ambiguous_district,ambiguous_reference_mapping
7197,7f7b6b53-ebef-493e-87bb-e6506621a03c,Kusum Multispeciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,,,,missing_pincode
7203,801ec362-e529-47f2-ba3d-bebb483005d5,Dr. B. G Rudrappa Nursing Home,True,,hospital,hospital,unchanged,private,private,unchanged,560 025,,,invalid_pincode
7205,80836e21-8570-45a4-9a89-895c819897af,Sanjeevni Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,825409,825409,district_mode_selected,ambiguous_reference_mapping
7210,81858335-8557-40a8-81b0-d74a5e6150d7,Shubhdin Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,400036,400036,,unresolved
7230,831d71ca-51f8-45b6-8f20-367d3ce61d48,MP Heart Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,110048,110048,district_mode_selected,ambiguous_reference_mapping
7233,837c51fb-74d3-4230-828b-e66e59a4eaec,Archana Multispeciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,517501,517501,district_mode_selected,ambiguous_reference_mapping
7252,8609281a-ddbb-4aec-810c-dc1e62f43ac7,Tele Diagnostic Health Care Centre,True,,clinic,clinic,unchanged,private,private,unchanged,734001,734001,district_mode_selected,ambiguous_reference_mapping
7258,86a33104-2959-4ddf-aeda-4e6f42b2395d,The Family Tree Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,517501,517501,district_mode_selected,ambiguous_reference_mapping
7287,8a9fc5f8-c7d9-42c1-b131-f67d42d4b200,The Orchid Dental,True,,clinic,clinic,unchanged,private,private,unchanged,110049,110049,district_mode_selected,ambiguous_reference_mapping
7354,91830330-f644-4169-a703-9dc18635617b,PEARL WHITE DENTAL CLINIC,True,,clinic,clinic,unchanged,private,private,unchanged,411 001,,,invalid_pincode
7356,Our Services,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
7357,LAB provides services in Hematology and Clinical Pathology,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
7358,Performance Guaranteed,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
7359,Our laboratory facilities are modern and comply with health and safety standards. We are always dedicated to providing you with unparalleled service. So whether you are a healthcare provider or a patient,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
7360,"Discount for Senior Citizens 10% off.""","[""pathology"",""hematology"",""clinicalPathology"",""emergencyMedicine"",""internalMedicine"",""pathology"",""pathology"",""pathology"",""pathology"",""familyMedicine""]",False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,29.714052200317383,,,invalid_pincode
7385,94acaff7-7eb6-4fbd-9067-fcdbb0223ec3,"Krishna IVF Clinic, Visakhapatnam",True,,clinic,clinic,unchanged,private,private,unchanged,530 002,,,invalid_pincode
7389,94fa207d-4344-4222-8b9a-e62038031932,Parumala Hospital,True,,hospital,hospital,unchanged,,,missing,689 626,,,invalid_pincode
7395,95bcea5f-2594-400c-beb9-90fe09ff06ce,AB Superspeciality Eye Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,492007,492007,,unresolved
7417,995ec217-a3a2-483f-bc05-d47cde0a2582,Sparsh Children Hospital & Nicu,True,,hospital,hospital,unchanged,private,private,unchanged,382715,382715,,unresolved
7430,9ae14ea4-f4d8-4908-9a69-0533ab4eeda3,"Pranay Jyoti Homoeo Chikitshalaya , Dr. A K Barukial",True,,clinic,clinic,unchanged,private,private,unchanged,782136,782136,district_mode_selected,ambiguous_reference_mapping
7431,9aee17a7-9e57-4b5e-9804-97c0c2177c2f,ANS Super Speciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,201308,201308,,unresolved
7433,9b165ad0-c11e-4e13-b4a7-58f0154ed672,32 Pearls Dental Clinic And Implant Centre,True,,clinic,clinic,unchanged,private,private,unchanged,492006,492006,,unresolved
7436,9bb8715a-99ae-455c-af35-a9e82deb30c6,Mahalakshmi Hospital,True,,hospital,hospital,unchanged,,,missing,600053,600053,district_mode_selected,ambiguous_reference_mapping
7439,9bf1ed12-0c72-4939-ace0-19758ecaa30b,Narayan Ultrasound and Diagnostic Center,True,,clinic,clinic,unchanged,private,private,unchanged,120001,120001,,unresolved
7464,9e999deb-15d7-47ab-a0f7-57b2175cbcc3,"Agilus Diagnostics - No 735/5Main Road BuraiBurari New Delhi, Delhi - 110084",True,,clinic,clinic,unchanged,private,private,unchanged,110084,110084,district_mode_selected,ambiguous_reference_mapping
7468,9fa3cee3-90f6-4dd0-87bc-c828206f72d7,Hunjan Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,141009,141009,,unresolved
7481,a0de2e3f-dda3-4182-bbc5-b056f658883c,Shivay Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,382450,382450,district_mode_selected,ambiguous_reference_mapping
7485,a198aba6-0a16-4300-87b6-7a3313ceb55c,Get Healthy Happy Family Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,700135,700135,district_mode_selected,ambiguous_reference_mapping
7490,a2a9d0cd-e6ce-4248-943a-8309084b8e7f,Cadabam’s Hospitals,True,,hospital,hospital,unchanged,private,private,unchanged,560 078,,,invalid_pincode
7491,a2b0887a-0b72-43e9-ae8d-a54094a63927,Akeela Dental Care,True,,clinic,clinic,unchanged,private,private,unchanged,17,,,invalid_pincode
7502,a3c0742d-52a5-4eb6-bbb3-ef280410b23b,Novadent Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,400010,400010,district_mode_selected,ambiguous_reference_mapping
7504,a3fc4729-69fb-4fb8-8a3a-ae39fbb9da16,Netralayam (Mukundapur),True,,hospital,hospital,unchanged,private,private,unchanged,099,,,invalid_pincode
7512,"Latest posts by Neoretina (see all)""","[""internalMedicine"",""ophthalmology"",""retinaAndVitreoretinalOphthalmology"",""internalMedicine"",""familyMedicine"",""internalMedicine"",""internalMedicine"",""retinaAndVitreoretinalOphthalmology"",""ophthalmology"",""internalMedicine"",""retinaAndVitreoretinalOphthalmology"",""internalMedicine""]",False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,17.39667510986328,,,invalid_pincode
7513,a4defaec-ed55-4c25-9d91-b446f9d73637,Alchemy Plastic Surgery & Aesthetics,True,,clinic,clinic,unchanged,private,private,unchanged,390015,390015,,unresolved
7519,a6264e1e-42e3-44bd-a3a9-5d38274ca77f,DoonVeda Healthcare Centre,True,,clinic,clinic,unchanged,private,private,unchanged,4011057,,,invalid_pincode
7540,a822fded-b197-4824-b3f3-f413b4d29270,Dr. P. Bhasin Pathlabs (P),True,,clinic,clinic,unchanged,private,private,unchanged,110048,110048,district_mode_selected,ambiguous_reference_mapping
7547,a8fd98d2-d91b-47b4-ae91-b985d064819f,Samwarthika Ayurveda Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,686 661,,,invalid_pincode
7552,a9934e59-a604-4bdc-8489-2ebb6b9842d7,"Dr. Leo's World Of Dentistry, MM Bethel Complex, Asramam, Kollam, Kerala – 691 002",True,,clinic,clinic,unchanged,private,private,unchanged,691 002,,,invalid_pincode
7555,aa0a250f-9bf0-4d16-8935-f26c3e36c6e3,Malar Dental Centre,True,,clinic,clinic,unchanged,private,private,unchanged,638 402,,,invalid_pincode
7567,aaf4df14-d5fc-43fb-bf66-56c4c704ad09,SPAND Multispecialty Hospital,True,,hospital,hospital,unchanged,,,missing,831012,831012,district_mode_selected,ambiguous_reference_mapping
7571,ab138959-6495-4551-b75d-926c39e519bc,Medcare Diagnostics - Goregaon,True,,clinic,clinic,unchanged,private,private,unchanged,400 062,,,invalid_pincode
7573,ab39d833-52e5-42b5-a89a-6f0b3674eff6,First Step IVF,True,,clinic,clinic,unchanged,private,private,unchanged,18,,,invalid_pincode
7593,acbad930-80cb-450b-afe2-ce4fec98a1dd,Shree Siddheshwar Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,423200,423200,,unresolved
7632,b1a80b3d-4a82-4fc4-ba45-caba0d7b35a1,Arthritis & Joint Replacement Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,10,,,invalid_pincode
7647,b37fb08b-ebc6-4d93-9ef1-ab1473c6117b,Parul Nursing Home,True,,hospital,hospital,unchanged,private,private,unchanged,382715,382715,,unresolved
7648,b386c34b-b2b2-4ef7-a9bd-c45a3e4c0bcb,Alshifa Multispeciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,110025,110025,ambiguous_state,ambiguous_reference_mapping
7649,b38c2ee5-1a9d-4908-ae6c-cbda191f36a6,SpHear Clinic Patna,True,,clinic,clinic,unchanged,private,private,unchanged,800 016,,,invalid_pincode
7652,b3e62107-af9b-44f6-99ce-42a2bfe36b0f,Smile Avenue Multispecialty Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,440011,440011,,unresolved
7655,b420cd4a-bc18-4a6e-92af-5a960fa733f8,Abhirachna Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,110049,110049,district_mode_selected,ambiguous_reference_mapping
