pincode,post_office_count,district_candidate_count,state_candidate_count,district_candidates,state_candidates,preferred_district,preferred_state,resolution_status,is_safe_for_direct_join,valid_coordinate_pair_count,invalid_coordinate_pair_count,incomplete_coordinate_pair_count,likely_swapped_coordinate_count,mean_valid_latitude,mean_valid_longitude
125050,25,2,1,FATEHABAD|HISAR,HARYANA,FATEHABAD,HARYANA,district_mode_selected,False,25,0,0,0,29.51417,75.453887
125051,35,1,1,FATEHABAD,HARYANA,FATEHABAD,HARYANA,exact,True,35,0,0,0,29.670281,75.576135
125052,23,1,1,HISAR,HARYANA,HISAR,HARYANA,exact,True,1,0,22,0,28.281778,75.472639
125053,14,1,1,FATEHABAD,HARYANA,FATEHABAD,HARYANA,exact,True,14,0,0,0,29.379856,75.146372
125054,4,1,1,SIRSA,HARYANA,SIRSA,HARYANA,exact,True,1,0,3,0,29.546139,75.214833
125055,30,1,1,SIRSA,HARYANA,SIRSA,HARYANA,exact,True,1,0,29,0,29.534778,75.032083
125056,1,1,1,SIRSA,HARYANA,SIRSA,HARYANA,exact,True,1,0,0,0,29.534778,75.032083
125058,2,1,1,SIRSA,HARYANA,SIRSA,HARYANA,exact,True,1,0,1,0,29.450306,75.119333
125060,11,1,1,SIRSA,HARYANA,SIRSA,HARYANA,exact,True,1,0,10,0,29.545722,75.114111
125061,1,1,1,HISAR,HARYANA,HISAR,HARYANA,exact,True,1,0,0,0,29.656246,75.421987
125075,14,1,1,SIRSA,HARYANA,SIRSA,HARYANA,exact,True,1,0,13,0,29.527528,74.739472
125076,6,1,1,SIRSA,HARYANA,SIRSA,HARYANA,exact,True,1,0,5,0,29.523583,74.840639
125077,10,1,1,SIRSA,HARYANA,SIRSA,HARYANA,exact,True,1,0,9,0,29.765417,74.899278
125078,12,1,1,SIRSA,HARYANA,SIRSA,HARYANA,exact,True,1,0,11,0,29.699361,75.006639
125101,3,1,1,SIRSA,HARYANA,SIRSA,HARYANA,exact,True,1,0,2,0,29.780222,74.524306
125102,12,1,1,SIRSA,HARYANA,SIRSA,HARYANA,exact,True,1,0,11,0,29.449083,74.662861
125103,12,1,1,SIRSA,HARYANA,SIRSA,HARYANA,exact,True,1,0,11,0,29.78325,74.747722
125104,16,1,1,SIRSA,HARYANA,SIRSA,HARYANA,exact,True,1,0,15,0,29.959139,74.698111
125106,13,1,1,FATEHABAD,HARYANA,FATEHABAD,HARYANA,exact,True,13,0,0,0,29.674556,75.730111
125110,15,1,1,SIRSA,HARYANA,SIRSA,HARYANA,exact,True,1,0,14,0,29.371028,75.126139
125111,12,1,1,FATEHABAD,HARYANA,FATEHABAD,HARYANA,exact,True,1,0,11,0,29.210083,75.709028
125112,8,2,1,FATEHABAD|HISAR,HARYANA,HISAR,HARYANA,district_mode_selected,False,8,0,0,0,29.574333,75.786306
125113,14,2,1,FATEHABAD|HISAR,HARYANA,HISAR,HARYANA,district_mode_selected,False,14,0,0,0,29.506583,76.338222
125120,17,1,1,FATEHABAD,HARYANA,FATEHABAD,HARYANA,exact,True,17,0,0,0,29.717433,75.861157
125121,23,1,1,HISAR,HARYANA,HISAR,HARYANA,exact,True,23,0,0,0,29.356023,74.399279
125133,8,1,1,FATEHABAD,HARYANA,FATEHABAD,HARYANA,exact,True,8,0,0,0,29.774698,75.724354
125201,17,1,1,SIRSA,HARYANA,SIRSA,HARYANA,exact,True,1,0,16,0,29.82675,74.975417
126101,13,1,1,JIND,HARYANA,JIND,HARYANA,exact,True,1,12,0,0,29.123,76.4013
126102,26,1,1,JIND,HARYANA,JIND,HARYANA,exact,True,8,18,0,0,29.364658,76.20571
126110,6,1,1,JIND,HARYANA,JIND,HARYANA,exact,True,1,5,0,0,29.376,76.4505
126111,6,1,1,JIND,HARYANA,JIND,HARYANA,exact,True,1,5,0,0,29.4753,76.4476
126112,23,1,1,JIND,HARYANA,JIND,HARYANA,exact,True,2,21,0,0,29.4061,76.6615
126113,13,1,1,JIND,HARYANA,JIND,HARYANA,exact,True,5,1,7,0,29.349904,76.499658
126114,9,1,1,JIND,HARYANA,JIND,HARYANA,exact,True,9,0,0,0,29.547969,76.141815
126115,16,1,1,JIND,HARYANA,JIND,HARYANA,exact,True,1,15,0,0,29.4703,76.1813
126116,31,1,1,JIND,HARYANA,JIND,HARYANA,exact,True,4,26,1,0,29.593139,76.112458
126125,12,1,1,JIND,HARYANA,JIND,HARYANA,exact,True,1,11,0,0,29.439,76.3724
126152,8,1,1,JIND,HARYANA,JIND,HARYANA,exact,True,7,1,0,0,29.580495,76.101471
127021,8,1,1,BHIWANI,HARYANA,BHIWANI,HARYANA,exact,True,8,0,0,0,28.7752,75.9928
127022,5,1,1,CHARKI DADRI,HARYANA,CHARKI DADRI,HARYANA,exact,True,5,0,0,0,28.4614,76.2609
127025,3,1,1,CHARKI DADRI,HARYANA,CHARKI DADRI,HARYANA,exact,True,3,0,0,0,28.7784,76.3418
127026,11,1,1,CHARKI DADRI,HARYANA,CHARKI DADRI,HARYANA,exact,True,11,0,0,0,28.605146,76.144168
127027,3,1,1,BHIWANI,HARYANA,BHIWANI,HARYANA,exact,True,3,0,0,0,28.8837,76.2392
127028,10,1,1,BHIWANI,HARYANA,BHIWANI,HARYANA,exact,True,10,0,0,0,28.6296,75.6179
127029,9,1,1,BHIWANI,HARYANA,BHIWANI,HARYANA,exact,True,9,0,0,0,28.6995,75.8708
127030,9,1,1,BHIWANI,HARYANA,BHIWANI,HARYANA,exact,True,9,0,0,0,28.6358,75.9434
127031,8,1,1,BHIWANI,HARYANA,BHIWANI,HARYANA,exact,True,8,0,0,0,28.862,76.1407
127032,9,1,1,BHIWANI,HARYANA,BHIWANI,HARYANA,exact,True,9,0,0,0,28.9449,76.1258
127035,6,1,1,BHIWANI,HARYANA,BHIWANI,HARYANA,exact,True,6,0,0,0,28.9639,75.9565
127040,12,1,1,BHIWANI,HARYANA,BHIWANI,HARYANA,exact,True,12,0,0,0,28.8725,75.9144
127041,6,1,1,BHIWANI,HARYANA,BHIWANI,HARYANA,exact,True,6,0,0,0,28.9734,76.1958
127042,5,1,1,CHARKI DADRI,HARYANA,CHARKI DADRI,HARYANA,exact,True,5,0,0,0,28.7129,76.2911
127043,9,1,1,BHIWANI,HARYANA,BHIWANI,HARYANA,exact,True,9,0,0,0,28.7218,75.7664
127045,1,1,1,BHIWANI,HARYANA,BHIWANI,HARYANA,exact,True,1,0,0,0,28.9648,75.6063
127046,14,1,1,BHIWANI,HARYANA,BHIWANI,HARYANA,exact,True,14,0,0,0,28.909173,75.615867
127111,7,1,1,BHIWANI,HARYANA,BHIWANI,HARYANA,exact,True,7,0,0,0,28.8199,76.0653
127114,3,1,1,BHIWANI,HARYANA,BHIWANI,HARYANA,exact,True,3,0,0,0,28.828,76.3087
127201,20,1,1,BHIWANI,HARYANA,BHIWANI,HARYANA,exact,True,20,0,0,0,28.4267,75.804
127306,16,1,1,CHARKI DADRI,HARYANA,CHARKI DADRI,HARYANA,exact,True,16,0,0,0,28.5921,76.2653
127307,7,1,1,CHARKI DADRI,HARYANA,CHARKI DADRI,HARYANA,exact,True,7,0,0,0,28.6745,76.3707
127308,12,1,1,CHARKI DADRI,HARYANA,CHARKI DADRI,HARYANA,exact,True,12,0,0,0,28.509067,75.959583
127309,7,1,1,BHIWANI,HARYANA,BHIWANI,HARYANA,exact,True,7,0,0,0,28.7084,76.22
127310,10,1,1,CHARKI DADRI,HARYANA,CHARKI DADRI,HARYANA,exact,True,10,0,0,0,28.5216,76.1508
127311,8,1,1,BHIWANI,HARYANA,BHIWANI,HARYANA,exact,True,8,0,0,0,28.7158,76.1414
127312,8,1,1,CHARKI DADRI,HARYANA,CHARKI DADRI,HARYANA,exact,True,8,0,0,0,28.5074,76.0695
131001,26,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,25,1,0,0,29.000142,77.000203
131021,6,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,6,0,0,0,28.962379,77.085498
131022,3,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,3,0,0,0,23.764231,80.145991
131023,5,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,5,0,0,0,29.14685,76.862428
131024,6,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,6,0,0,0,29.137171,76.834162
131027,4,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,4,0,0,0,29.032736,77.074854
131028,4,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,4,0,0,0,29.003847,76.964146
131029,5,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,5,0,0,0,28.969072,77.100717
131030,1,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,1,0,0,0,28.4391,77.3009
131039,6,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,6,0,0,0,29.079579,77.044593
131101,16,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,16,0,0,0,29.135161,77.028384
131102,6,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,6,0,0,0,29.04169,77.020755
131103,7,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,7,0,0,0,28.91081,77.079381
131301,28,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,28,0,0,0,29.1255,76.702545
131302,9,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,9,0,0,0,28.925228,76.509497
131304,5,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,5,0,0,0,29.140222,76.962411
131305,5,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,5,0,0,0,29.1912,76.648311
131306,7,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,7,0,0,0,29.153361,76.787742
131402,14,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,14,0,0,0,28.8707,76.910101
131403,5,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,5,0,0,0,29.018539,76.951594
131408,6,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,6,0,0,0,28.967199,76.815593
131409,5,1,1,SONIPAT,HARYANA,SONIPAT,HARYANA,exact,True,5,0,0,0,29.349889,77.005056
132001,19,1,1,KARNAL,HARYANA,KARNAL,HARYANA,exact,True,17,2,0,0,29.666799,76.772191
132022,3,1,1,KARNAL,HARYANA,KARNAL,HARYANA,exact,True,1,0,2,0,29.717611,77.078306
132023,5,1,1,KARNAL,HARYANA,KARNAL,HARYANA,exact,True,5,0,0,0,29.695261,77.004344
132024,13,1,1,KARNAL,HARYANA,KARNAL,HARYANA,exact,True,10,2,1,0,29.425747,76.940028
132035,1,0,0,,,,,missing_geo,False,1,0,0,0,29.57512,76.77929
132036,10,1,1,KARNAL,HARYANA,KARNAL,HARYANA,exact,True,1,9,0,0,29.517639,76.869861
132037,17,1,1,KARNAL,HARYANA,KARNAL,HARYANA,exact,True,17,0,0,0,29.504877,76.968374
132039,15,1,1,KARNAL,HARYANA,KARNAL,HARYANA,exact,True,1,14,0,0,29.521222,76.607028
132040,4,1,1,KARNAL,HARYANA,KARNAL,HARYANA,exact,True,1,2,1,0,29.505361,76.785222
132041,15,1,1,KARNAL,HARYANA,KARNAL,HARYANA,exact,True,14,1,0,0,29.608052,76.244784
132046,6,1,1,KARNAL,HARYANA,KARNAL,HARYANA,exact,True,6,0,0,0,29.524722,76.116278
132054,7,1,1,KARNAL,HARYANA,KARNAL,HARYANA,exact,True,1,6,0,0,29.911194,77.155028
132101,10,1,1,PANIPAT,HARYANA,PANIPAT,HARYANA,exact,True,1,9,0,0,29.244694,77.009333
132102,4,1,1,PANIPAT,HARYANA,PANIPAT,HARYANA,exact,True,1,3,0,0,29.211694,77.235167
132103,9,1,1,PANIPAT,HARYANA,PANIPAT,HARYANA,exact,True,9,0,0,0,29.409786,76.860507
132104,18,1,1,PANIPAT,HARYANA,PANIPAT,HARYANA,exact,True,2,16,0,0,29.480722,76.542458
132105,9,1,1,PANIPAT,HARYANA,PANIPAT,HARYANA,exact,True,1,8,0,0,29.392675,76.965036
132106,3,1,1,PANIPAT,HARYANA,PANIPAT,HARYANA,exact,True,1,2,0,0,29.362139,76.972306
132107,13,1,1,PANIPAT,HARYANA,PANIPAT,HARYANA,exact,True,4,9,0,0,29.511069,76.295069
132108,5,1,1,PANIPAT,HARYANA,PANIPAT,HARYANA,exact,True,1,4,0,0,29.347306,76.9805
132113,10,1,1,PANIPAT,HARYANA,PANIPAT,HARYANA,exact,True,2,8,0,0,29.492819,76.457153
132114,19,1,1,KARNAL,HARYANA,KARNAL,HARYANA,exact,True,4,15,0,0,29.328389,76.325701
132115,2,1,1,PANIPAT,HARYANA,PANIPAT,HARYANA,exact,True,2,0,0,0,29.40825,76.612736
132116,16,1,1,KARNAL,HARYANA,KARNAL,HARYANA,exact,True,16,0,0,0,29.566347,76.120589
132117,10,1,1,KARNAL,HARYANA,KARNAL,HARYANA,exact,True,10,0,0,0,29.484122,76.953572
132122,4,1,1,PANIPAT,HARYANA,PANIPAT,HARYANA,exact,True,4,0,0,0,29.505583,76.357208
132140,7,1,1,PANIPAT,HARYANA,PANIPAT,HARYANA,exact,True,2,4,1,0,29.480846,76.879488
132145,4,1,1,PANIPAT,HARYANA,PANIPAT,HARYANA,exact,True,1,3,0,0,29.310222,76.900278
132157,9,1,1,KARNAL,HARYANA,KARNAL,HARYANA,exact,True,9,0,0,0,28.444978,76.935793
133001,10,1,1,AMBALA,HARYANA,AMBALA,HARYANA,exact,True,10,0,0,0,30.358231,76.807645
133004,6,1,1,AMBALA,HARYANA,AMBALA,HARYANA,exact,True,6,0,0,0,30.308137,76.829632
133005,2,1,1,AMBALA,HARYANA,AMBALA,HARYANA,exact,True,2,0,0,0,30.367566,76.827511
133006,2,1,1,AMBALA,HARYANA,AMBALA,HARYANA,exact,True,2,0,0,0,30.32168,76.875845
133008,5,1,1,AMBALA,HARYANA,AMBALA,HARYANA,exact,True,5,0,0,0,30.270038,76.778749
133010,3,1,1,AMBALA,HARYANA,AMBALA,HARYANA,exact,True,3,0,0,0,29.731171,77.022589
133101,2,1,1,AMBALA,HARYANA,AMBALA,HARYANA,exact,True,2,0,0,0,30.338975,76.846183
133102,7,1,1,AMBALA,HARYANA,AMBALA,HARYANA,exact,True,7,0,0,0,30.293765,76.871163
133103,11,1,1,YAMUNANAGAR,HARYANA,YAMUNANAGAR,HARYANA,exact,True,11,0,0,0,30.264212,77.115597
133104,8,1,1,AMBALA,HARYANA,AMBALA,HARYANA,exact,True,8,0,0,0,29.816143,77.247411
133201,7,1,1,AMBALA,HARYANA,AMBALA,HARYANA,exact,True,7,0,0,0,30.223849,77.037058
133202,5,2,1,AMBALA|YAMUNANAGAR,HARYANA,AMBALA,HARYANA,district_mode_selected,False,5,0,0,0,30.244087,77.122994
133203,5,1,1,AMBALA,HARYANA,AMBALA,HARYANA,exact,True,5,0,0,0,30.041537,77.233574
133204,10,1,1,YAMUNANAGAR,HARYANA,YAMUNANAGAR,HARYANA,exact,True,10,0,0,0,30.378422,76.820178
133205,8,1,1,AMBALA,HARYANA,AMBALA,HARYANA,exact,True,8,0,0,0,30.226474,76.963622
133206,10,2,1,AMBALA|YAMUNANAGAR,HARYANA,,HARYANA,ambiguous_district,False,10,0,0,0,30.319261,77.230686
133207,1,1,1,AMBALA,HARYANA,AMBALA,HARYANA,exact,True,1,0,0,0,30.267498,77.022296
133301,1,1,1,PANCHKULA,HARYANA,PANCHKULA,HARYANA,exact,True,1,0,0,0,30.774278,76.894833
133302,3,1,1,PANCHKULA,HARYANA,PANCHKULA,HARYANA,exact,True,3,0,0,0,30.423803,76.60017
134003,10,1,1,AMBALA,HARYANA,AMBALA,HARYANA,exact,True,10,0,0,0,30.373131,76.706358
134005,1,1,1,AMBALA,HARYANA,AMBALA,HARYANA,exact,True,1,0,0,0,30.38425,76.771667
134007,9,1,1,AMBALA,HARYANA,AMBALA,HARYANA,exact,True,8,0,1,0,30.4588,76.66858
134008,17,1,1,AMBALA,HARYANA,AMBALA,HARYANA,exact,True,17,0,0,0,29.784156,76.731088
134101,1,1,1,PANCHKULA,HARYANA,PANCHKULA,HARYANA,exact,True,1,0,0,0,30.782722,76.910278
134102,6,1,1,PANCHKULA,HARYANA,PANCHKULA,HARYANA,exact,True,6,0,0,0,30.750836,76.918033
134103,1,1,1,PANCHKULA,HARYANA,PANCHKULA,HARYANA,exact,True,1,0,0,0,30.634333,76.91525
134104,1,1,1,PANCHKULA,HARYANA,PANCHKULA,HARYANA,exact,True,1,0,0,0,30.782639,76.924722
134105,1,1,1,PANCHKULA,HARYANA,PANCHKULA,HARYANA,exact,True,1,0,0,0,30.38425,76.771667
134107,2,1,1,PANCHKULA,HARYANA,PANCHKULA,HARYANA,exact,True,2,0,0,0,30.723833,76.875917
134108,1,1,1,PANCHKULA,HARYANA,PANCHKULA,HARYANA,exact,True,1,0,0,0,30.706417,76.872778
134109,4,1,1,PANCHKULA,HARYANA,PANCHKULA,HARYANA,exact,True,4,0,0,0,30.672398,76.873371
134112,2,1,1,PANCHKULA,HARYANA,PANCHKULA,HARYANA,exact,True,2,0,0,0,30.657177,76.896253
134113,2,1,1,PANCHKULA,HARYANA,PANCHKULA,HARYANA,exact,True,2,0,0,0,30.680925,76.838079
134114,1,1,1,PANCHKULA,HARYANA,PANCHKULA,HARYANA,exact,True,1,0,0,0,30.721222,76.852583
134116,1,1,1,PANCHKULA,HARYANA,PANCHKULA,HARYANA,exact,True,1,0,0,0,30.565659,76.937756
134117,1,1,1,PANCHKULA,HARYANA,PANCHKULA,HARYANA,exact,True,1,0,0,0,30.669194,76.857861
134118,10,2,1,AMBALA|PANCHKULA,HARYANA,PANCHKULA,HARYANA,district_mode_selected,False,10,0,0,0,29.926083,76.122445
134201,8,2,1,AMBALA|PANCHKULA,HARYANA,AMBALA,HARYANA,district_mode_selected,False,8,0,0,0,30.42608,76.874687
134202,7,1,1,AMBALA,HARYANA,AMBALA,HARYANA,exact,True,7,0,0,0,30.431553,76.982544
134203,16,1,1,AMBALA,HARYANA,AMBALA,HARYANA,exact,True,16,0,0,0,30.546273,76.958074
134204,8,2,1,PANCHKULA|YAMUNANAGAR,HARYANA,PANCHKULA,HARYANA,district_mode_selected,False,8,0,0,0,30.601483,76.960194
134205,5,1,1,PANCHKULA,HARYANA,PANCHKULA,HARYANA,exact,True,5,0,0,0,30.442548,76.838019
134999,1,0,0,,,,,missing_geo,False,1,0,0,0,30.685191,76.840253
135001,7,1,1,YAMUNANAGAR,HARYANA,YAMUNANAGAR,HARYANA,exact,True,6,1,0,1,26.310743,76.119656
135002,5,1,1,YAMUNANAGAR,HARYANA,YAMUNANAGAR,HARYANA,exact,True,5,0,0,0,29.799862,77.076348
135003,15,1,1,YAMUNANAGAR,HARYANA,YAMUNANAGAR,HARYANA,exact,True,15,0,0,0,29.427406,77.023703
135004,7,1,1,YAMUNANAGAR,HARYANA,YAMUNANAGAR,HARYANA,exact,True,7,0,0,0,30.172226,77.136172
135021,4,1,1,YAMUNANAGAR,HARYANA,YAMUNANAGAR,HARYANA,exact,True,3,1,0,1,30.357415,77.024488
135101,8,1,1,YAMUNANAGAR,HARYANA,YAMUNANAGAR,HARYANA,exact,True,8,0,0,0,30.264685,77.107382
135102,12,1,1,YAMUNANAGAR,HARYANA,YAMUNANAGAR,HARYANA,exact,True,12,0,0,0,30.365374,76.863749
135103,9,1,1,YAMUNANAGAR,HARYANA,YAMUNANAGAR,HARYANA,exact,True,9,0,0,0,30.293613,77.389827
135106,5,1,1,YAMUNANAGAR,HARYANA,YAMUNANAGAR,HARYANA,exact,True,5,0,0,0,30.385626,77.264121
135133,19,1,1,YAMUNANAGAR,HARYANA,YAMUNANAGAR,HARYANA,exact,True,19,0,0,0,29.832211,77.350479
136020,5,1,1,KAITHAL,HARYANA,KAITHAL,HARYANA,exact,True,5,0,0,0,29.875369,76.606611
136021,6,1,1,KAITHAL,HARYANA,KAITHAL,HARYANA,exact,True,6,0,0,0,29.846384,76.663165
136026,6,1,1,KAITHAL,HARYANA,KAITHAL,HARYANA,exact,True,6,0,0,0,29.762047,76.559555
136027,36,1,1,KAITHAL,HARYANA,KAITHAL,HARYANA,exact,True,36,0,0,0,29.799966,76.410303
136030,6,1,1,KURUKSHETRA,HARYANA,KURUKSHETRA,HARYANA,exact,True,6,0,0,0,29.936174,76.551081
136033,8,1,1,KAITHAL,HARYANA,KAITHAL,HARYANA,exact,True,8,0,0,0,29.799859,76.4173
136034,15,1,1,KAITHAL,HARYANA,KAITHAL,HARYANA,exact,True,15,0,0,0,29.799859,76.4173
136035,7,1,1,KAITHAL,HARYANA,KAITHAL,HARYANA,exact,True,7,0,0,0,30.038068,76.298114
136038,1,1,1,KURUKSHETRA,HARYANA,KURUKSHETRA,HARYANA,exact,True,1,0,0,0,29.570278,76.870306
136042,6,1,1,KAITHAL,HARYANA,KAITHAL,HARYANA,exact,True,6,0,0,0,29.802463,76.560383
136043,9,1,1,KAITHAL,HARYANA,KAITHAL,HARYANA,exact,True,9,0,0,0,29.670538,76.5168
136044,6,1,1,KAITHAL,HARYANA,KAITHAL,HARYANA,exact,True,6,0,0,0,29.57595,76.484933
136117,19,1,1,KAITHAL,HARYANA,KAITHAL,HARYANA,exact,True,19,0,0,0,29.674897,76.256273
136118,6,1,1,KURUKSHETRA,HARYANA,KURUKSHETRA,HARYANA,exact,True,6,0,0,0,29.96955,76.850811
136119,17,1,1,KURUKSHETRA,HARYANA,KURUKSHETRA,HARYANA,exact,True,17,0,0,0,29.955549,76.812926
136128,14,1,1,KURUKSHETRA,HARYANA,KURUKSHETRA,HARYANA,exact,True,14,0,0,0,29.981417,76.589277
136129,6,1,1,KURUKSHETRA,HARYANA,KURUKSHETRA,HARYANA,exact,True,6,0,0,0,30.115686,76.666405
136130,4,1,1,KURUKSHETRA,HARYANA,KURUKSHETRA,HARYANA,exact,True,4,0,0,0,29.973217,76.830346
136131,9,1,1,KURUKSHETRA,HARYANA,KURUKSHETRA,HARYANA,exact,True,9,0,0,0,29.973217,76.830346
136132,14,1,1,KURUKSHETRA,HARYANA,KURUKSHETRA,HARYANA,exact,True,14,0,0,0,29.987836,77.040424
136134,1,1,1,KURUKSHETRA,HARYANA,KURUKSHETRA,HARYANA,exact,True,1,0,0,0,29.9695,76.8782
136135,21,1,1,KURUKSHETRA,HARYANA,KURUKSHETRA,HARYANA,exact,True,20,0,1,0,29.973217,76.830346
136136,4,1,1,KURUKSHETRA,HARYANA,KURUKSHETRA,HARYANA,exact,True,4,0,0,0,30.166519,76.709604
136156,10,1,1,KURUKSHETRA,HARYANA,KURUKSHETRA,HARYANA,exact,True,10,0,0,0,30.079892,76.946613
140001,4,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,4,0,0,0,30.895776,75.820839
140101,6,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,6,0,0,0,30.708635,76.665624
140102,7,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,7,0,0,0,30.908976,76.426916
140103,13,1,1,S.A.S NAGAR,PUNJAB,S.A.S NAGAR,PUNJAB,exact,True,13,0,0,0,30.895444,76.391451
140108,10,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,9,0,1,0,30.717073,76.68426
140109,2,1,1,S.A.S NAGAR,PUNJAB,S.A.S NAGAR,PUNJAB,exact,True,2,0,0,0,30.923403,76.514708
140110,6,1,1,S.A.S NAGAR,PUNJAB,S.A.S NAGAR,PUNJAB,exact,True,6,0,0,0,30.717459,76.692411
140111,12,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,12,0,0,0,30.813907,76.536151
140112,6,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,6,0,0,0,31.135939,76.225864
140113,5,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,5,0,0,0,30.791622,76.456211
140114,3,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,3,0,0,0,31.01075,76.45075
140115,2,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,2,0,0,0,30.786264,76.577931
140116,3,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,3,0,0,0,31.047944,76.432778
140117,8,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,8,0,0,0,30.991809,76.384858
140118,2,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,2,0,0,0,30.96415,76.597636
140119,7,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,7,0,0,0,30.754259,76.671872
140123,3,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,3,0,0,0,31.068046,76.410009
140124,4,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,4,0,0,0,30.867663,76.616787
140125,5,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,5,0,0,0,30.825291,76.635067
140126,5,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,5,0,0,0,31.049667,76.369294
140127,5,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,5,0,0,0,30.966611,75.890287
140128,6,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,6,0,0,0,30.920851,76.426008
140133,6,1,1,RUPNAGAR,PUNJAB,RUPNAGAR,PUNJAB,exact,True,6,0,0,0,31.022074,76.380023
140201,2,1,1,S.A.S NAGAR,PUNJAB,S.A.S NAGAR,PUNJAB,exact,True,2,0,0,0,30.692051,76.69841
140301,10,1,1,S.A.S NAGAR,PUNJAB,S.A.S NAGAR,PUNJAB,exact,True,10,0,0,0,30.966611,76.408363
140306,7,1,1,S.A.S NAGAR,PUNJAB,S.A.S NAGAR,PUNJAB,exact,True,7,0,0,0,30.718279,76.563622
140307,8,1,1,S.A.S NAGAR,PUNJAB,S.A.S NAGAR,PUNJAB,exact,True,8,0,0,0,30.932674,76.408184
140308,3,1,1,S.A.S NAGAR,PUNJAB,S.A.S NAGAR,PUNJAB,exact,True,3,0,0,0,30.690284,76.696088
140401,1,1,1,PATIALA,PUNJAB,PATIALA,PUNJAB,exact,True,1,0,0,0,30.486038,76.592572
140402,13,2,1,FATEHGARH SAHIB|PATIALA,PUNJAB,PATIALA,PUNJAB,district_mode_selected,False,13,0,0,0,29.977482,76.64914
140405,6,1,1,FATEHGARH SAHIB,PUNJAB,FATEHGARH SAHIB,PUNJAB,exact,True,6,0,0,0,30.578666,76.339756
140406,15,1,1,FATEHGARH SAHIB,PUNJAB,FATEHGARH SAHIB,PUNJAB,exact,True,15,0,0,0,29.590078,76.19028
140407,1,1,1,FATEHGARH SAHIB,PUNJAB,FATEHGARH SAHIB,PUNJAB,exact,True,1,0,0,0,30.648067,76.392631
140408,9,1,1,FATEHGARH SAHIB,PUNJAB,FATEHGARH SAHIB,PUNJAB,exact,True,9,0,0,0,30.642073,76.512971
140412,8,1,1,FATEHGARH SAHIB,PUNJAB,FATEHGARH SAHIB,PUNJAB,exact,True,8,0,0,0,30.77492,76.503815
140413,6,1,1,S.A.S NAGAR,PUNJAB,S.A.S NAGAR,PUNJAB,exact,True,6,0,0,0,30.934556,76.403042
140417,11,1,1,PATIALA,PUNJAB,PATIALA,PUNJAB,exact,True,11,0,0,0,29.970599,77.146004
140501,13,1,1,S.A.S NAGAR,PUNJAB,S.A.S NAGAR,PUNJAB,exact,True,13,0,0,0,30.680355,76.706295
